anime,Gênero do anime,anime_url,anime_img,Quantidade de episódios do anime,Votos totais do anime,Avaliação do anime,Avaliação Categoria do anime,Contagem total de votos de todos os animes
Love Lab,"Comedy, Romance",https://www.crunchyroll.com/love-lab,https://img1.ak.crunchyroll.com/i/spire1/705b9f0f907db89429525652c69076fa1377559416_full.jpg,13,55,4.58,Excelente,269909
Yurumates3Dei,"Comedy, Slice of life",https://www.crunchyroll.com/yurumates3dei,https://img1.ak.crunchyroll.com/i/spire4/42017879b93b14e55c938393058431871333385644_full.jpg,26,55,4.35,Excelente,269909
Classroom☆Crisis,"Drama, Romance, Sci-fi",https://www.crunchyroll.com/classroomcrisis,https://img1.ak.crunchyroll.com/i/spire1/405ad2439456273932d84a3227a8ce341435186406_full.jpg,13,55,4.29,Excelente,269909
Kenka Bancho Otome -Girl Beats Boys-,"Action, Drama, Romance, Shojo",https://www.crunchyroll.com/kenka-bancho-otome-girl-beats-boys-,https://img1.ak.crunchyroll.com/i/spire1/ab12f915f6d8808cada2318a7138ec5a1491957004_full.jpg,12,55,3.76,Bom,269909
The Price of Smiles,"Action, Drama, Fantasy, Mecha, Sci-fi",https://www.crunchyroll.com/the-price-of-smiles,https://img1.ak.crunchyroll.com/i/spire2/43486abc7a18d2a5fecf945da9b261ba1546549082_full.jpg,12,55,3.02,Bom,269909
KONOHANA KITAN,"Comedy, Fantasy, Seinen, Slice of life",https://www.crunchyroll.com/konohana-kitan,https://img1.ak.crunchyroll.com/i/spire3/0ec45a1a2f45ad94ea7c4d9be56d518b1507065168_full.jpg,12,54,4.56,Excelente,269909
Gingitsune: Messenger Fox of the Gods,"Slice of life, Supernatural",https://www.crunchyroll.com/gingitsune-messenger-fox-of-the-gods,https://img1.ak.crunchyroll.com/i/spire3/e66af9c4959952413ea7c735a754ada71380144050_full.jpg,12,54,4.5,Excelente,269909
Inferno Cop,"Action, Comedy, Sci-fi, Supernatural",https://www.crunchyroll.com/inferno-cop,https://img1.ak.crunchyroll.com/i/spire1/612f38b507e628b6777b2ba9009b6df31425939473_full.jpg,25,54,4.39,Excelente,269909
The Highschool Life of a Fudanshi,"Comedy, Shojo, Slice of life",https://www.crunchyroll.com/the-highschool-life-of-a-fudanshi,https://img1.ak.crunchyroll.com/i/spire2/f006ae1c996634acbaf00c63d1ac25df1535668840_full.jpg,12,54,3.7,Bom,269909
Lance N' Masques,"Action, Fantasy",https://www.crunchyroll.com/lance-n-masques,https://img1.ak.crunchyroll.com/i/spire4/7b4b3c9b76fcbaea76c050be3ca2d0701443566712_full.jpg,12,54,2.93,Neutro,269909
Alice & Zoroku,"Action, Adventure, Drama, Slice of life, Supernatural",https://www.crunchyroll.com/alice-zoroku,https://img1.ak.crunchyroll.com/i/spire1/0742aadf638509c7a0319e258e82149d1493158752_full.jpg,13,53,4.42,Excelente,269909
To Be Heroine,"Action, Comedy, Supernatural",https://www.crunchyroll.com/to-be-heroine,https://img1.ak.crunchyroll.com/i/spire4/aeeb45d050d607c866782ce64947cb1e1526684207_full.jpg,8,53,4.36,Excelente,269909
Captain Earth,"Action, Mecha, Romance, Sci-fi",https://www.crunchyroll.com/captain-earth,https://img1.ak.crunchyroll.com/i/spire3/4cb9b51875f9efe28e0dcb8e079ddcdf1396717879_full.jpg,25,53,3.42,Bom,269909
Walkure Romanze,"Action, Drama, Harem, Romance, Sports",https://www.crunchyroll.com/walkure-romanze,https://img1.ak.crunchyroll.com/i/spire3/6ea612c247f3a195045afc2aa35f0d8e1380419061_full.jpg,12,53,3.36,Bom,269909
Poco's Udon World,"Comedy, Drama, Fantasy, Slice of life",https://www.crunchyroll.com/pocos-udon-world,https://img1.ak.crunchyroll.com/i/spire2/4992de79b0059d44964ce68810f67e361475922993_full.jpg,12,52,4.79,Excelente,269909
Ao-chan Can't Study!,"Comedy, Romance",https://www.crunchyroll.com/ao-chan-cant-study,https://img1.ak.crunchyroll.com/i/spire4/946a165bc3a7eacfe7812363ef841eec1555109861_full.jpg,12,52,4.56,Excelente,269909
The Ryuo's Work is Never Done!,,https://www.crunchyroll.com/the-ryuos-work-is-never-done,https://img1.ak.crunchyroll.com/i/spire2/04110a0802497df7eedda1d169f7ef3b1514497672_full.jpg,12,52,3.75,Bom,269909
"Diabolik Lovers II MORE,BLOOD","Drama, Harem, Romance, Supernatural",https://www.crunchyroll.com/diabolik-lovers-moreblood,https://img1.ak.crunchyroll.com/i/spire2/512c22f19bb057d6d0212244a7f23b731443967985_full.jpg,12,52,3.54,Bom,269909
Comet Lucifer,Fantasy,https://www.crunchyroll.com/comet-lucifer,https://img1.ak.crunchyroll.com/i/spire4/edb25fe0e22e15adfbea8c1464fad82d1443951233_full.jpg,12,52,2.87,Neutro,269909
Active Raid,"Action, Mecha, Sci-fi",https://www.crunchyroll.com/active-raid,https://img1.ak.crunchyroll.com/i/spire3/02c530d043b143dad21411847543a1511532555974_full.jpg,24,52,2.71,Neutro,269909
Dai-Shogun - Great Revolution,"Action, Harem, Historical, Mecha, Sci-fi",https://www.crunchyroll.com/dai-shogun-great-revolution,https://img1.ak.crunchyroll.com/i/spire4/5745da9aaad18fab91e319a83755f97d1397076060_full.jpg,12,52,2.31,Neutro,269909
WWW.Working!!,"Comedy, Drama, Romance, Slice of life",https://www.crunchyroll.com/wwwwagnaria,https://img1.ak.crunchyroll.com/i/spire1/9affa5082b5565b1bb0874e274a0cfd71475201320_full.jpg,13,51,4.0,Bom,269909
Are You Lost?,Comedy,https://www.crunchyroll.com/are-you-lost,https://img1.ak.crunchyroll.com/i/spire2/f88be0911730e73f7dabc6a5237c32731562074103_full.jpg,12,51,3.9,Bom,269909
Kanojo ga Flag wo Oraretara (If Her Flag Breaks),"Comedy, Harem, Romance, Slice of life",https://www.crunchyroll.com/kanojo-ga-flag-wo-oraretara-if-her-flag-breaks,https://img1.ak.crunchyroll.com/i/spire2/35d1a1a60cd292c5ad2a9f4780713e9a1396987481_full.jpg,13,51,3.43,Bom,269909
Gakuen Handsome,"Comedy, Drama, Romance, Slice of life",https://www.crunchyroll.com/gakuen-handsome,https://img1.ak.crunchyroll.com/i/spire3/9d4ec0fc3fa44d401cf64a6d01a48f671475508666_full.jpg,12,50,4.5,Excelente,269909
Toriko,"Adventure, Fantasy, Shonen",https://www.crunchyroll.com/toriko,https://img1.ak.crunchyroll.com/i/spire4/eb8084f8230108f487402956e9984f1c1384463925_full.jpg,146,50,4.42,Excelente,269909
The Pilot's Love Song,"Action, Adventure, Drama, Romance",https://www.crunchyroll.com/the-pilots-love-song,https://img1.ak.crunchyroll.com/i/spire4/0e71f08f4c295126888cc5e9d8bd7abd1388433166_full.jpg,13,50,4.28,Excelente,269909
Makai Ouji: Devils and Realist,"Drama, Supernatural",https://www.crunchyroll.com/makai-ouji-devils-and-realist,https://img1.ak.crunchyroll.com/i/spire2/ee891011d4f27b2c7aea8ec45c5042121373185343_full.jpg,12,50,4.08,Excelente,269909
As Miss Beelzebub Likes it.,"Comedy, Fantasy, Romance, Slice of life",https://www.crunchyroll.com/as-miss-beelzebub-likes-it,https://img1.ak.crunchyroll.com/i/spire1/907863f23f7b2ee39b220ae09101cbb51539280535_full.jpg,12,50,3.96,Bom,269909
Ms. Koizumi-san Loves Ramen Noodles,"Comedy, Slice of life",https://www.crunchyroll.com/ms-koizumi-loves-ramen-noodles,https://img1.ak.crunchyroll.com/i/spire3/059adbb19d193db985e97f1c5871a4911515055626_full.jpg,12,50,3.34,Bom,269909
Kamisama Hajimemashita,"Comedy, Romance, Supernatural",https://www.crunchyroll.com/kamisama-hajimemashita,https://img1.ak.crunchyroll.com/i/spire4/6a0ef6f3c75c62e2c844981db222437b1420159283_full.jpg,25,49,4.9,Excelente,269909
INVADERS of the ROKUJYOMA!?,"Comedy, Harem, Romance, Supernatural",https://www.crunchyroll.com/invaders-of-the-rokujyoma,https://img1.ak.crunchyroll.com/i/spire1/efcb90af8fd6560648ab127c978f6ea91405097722_full.jpg,12,49,4.43,Excelente,269909
Kabaneri of the Iron Fortress,"Action, Post-apocalyptic, Supernatural, Thriller",https://www.crunchyroll.com/kabaneri-of-the-iron-fortress,https://img1.ak.crunchyroll.com/i/spire4/b280bcf643da156b34203b33e1e08d071572404899_full.jpg,14,49,4.14,Excelente,269909
Tsugumomo,"Comedy, Harem, Romance, Seinen, Supernatural",https://www.crunchyroll.com/tsugumomo,https://img1.ak.crunchyroll.com/i/spire4/d8b434b203dc4b046e6c472886d7961e1493418583_full.jpg,12,49,4.1,Excelente,269909
Tsurune,"Drama, Slice of life, Sports",https://www.crunchyroll.com/tsurune,https://img1.ak.crunchyroll.com/i/spire1/3f825fe329ff491605d9a9f5cb0fdb021540009872_full.jpg,14,48,4.71,Excelente,269909
Ms. Vampire who lives in my neighborhood.,"Comedy, Slice of life, Supernatural",https://www.crunchyroll.com/ms-vampire-who-lives-in-my-neighborhood,https://img1.ak.crunchyroll.com/i/spire1/9f3e830f3eec2455863584805e36c6231538688480_full.jpg,12,48,4.42,Excelente,269909
"Science Fell in Love, So I Tried to Prove it","Comedy, Romance, Slice of life",https://www.crunchyroll.com/science-fell-in-love-so-i-tried-to-prove-it,https://img1.ak.crunchyroll.com/i/spire2/de45d731aa97d72a4c8915508d5596dc1579031094_full.jpg,13,48,4.33,Excelente,269909
Anime Crimes Division,"Action, Comedy, Drama, Sci-fi",https://www.crunchyroll.com/anime-crimes-division,https://img1.ak.crunchyroll.com/i/spire4/fe78e4224e5a3a102e5c50d03496c3851536329496_full.jpg,6,48,4.19,Excelente,269909
Midnight occult civil servants,Supernatural,https://www.crunchyroll.com/midnight-occult-civil-servants,https://img1.ak.crunchyroll.com/i/spire1/4ddd361075bae466b10cd706f73e0f451554625735_full.jpg,15,48,3.88,Bom,269909
Unlimited Fafnir,"Action, Fantasy, Harem, Seinen, Supernatural",https://www.crunchyroll.com/unlimited-fafnir,https://img1.ak.crunchyroll.com/i/spire1/81c8e63c75c277278c5e4321af0e31271420660361_full.jpg,12,48,3.35,Bom,269909
Basilisk : The Ouka Ninja Scrolls,"Action, Drama, Fantasy, Historical, Romance, Seinen",https://www.crunchyroll.com/basilisk-the-ouka-ninja-scrolls,https://img1.ak.crunchyroll.com/i/spire2/8726361d451b91ba242e8483282048711515110055_full.jpg,24,48,2.17,Neutro,269909
Planet With,"Action, Comedy, Drama, Mecha, Sci-fi, Seinen",https://www.crunchyroll.com/planet-with,https://img1.ak.crunchyroll.com/i/spire3/2f6f8d6a27624f41d071cb5063f9a4d61530947104_full.jpg,12,47,4.57,Excelente,269909
"Wake Up, Girls!","Drama, Idols, Music, Slice of life",https://www.crunchyroll.com/wake-up-girls,https://img1.ak.crunchyroll.com/i/spire2/ed8375ecb2b2565766ad4afea4f658261507330691_full.jpg,35,47,4.26,Excelente,269909
Isekai Izakaya: Japanese Food From Another World,"Fantasy, Isekai, Slice of life",https://www.crunchyroll.com/isekai-izakaya-japanese-food-from-another-world,https://img1.ak.crunchyroll.com/i/spire3/866951e6efe095e8a56feca1c3ef2adc1532552829_full.jpg,24,47,4.21,Excelente,269909
High School Fleet,"Action, Sci-fi",https://www.crunchyroll.com/high-school-fleet,https://img1.ak.crunchyroll.com/i/spire1/f814fb0bb1df330ae9af4db7d00125591462574622_full.jpg,12,47,4.21,Excelente,269909
Holmes of Kyoto,"Drama, Mystery, Romance, Slice of life",https://www.crunchyroll.com/holmes-of-kyoto,https://img1.ak.crunchyroll.com/i/spire3/16ae1f4a4998fe83f4917e23973407261531115539_full.jpg,12,47,4.13,Excelente,269909
RIN-NE,"Comedy, Fantasy, Romance, Slice of life, Supernatural",https://www.crunchyroll.com/rin-ne,https://img1.ak.crunchyroll.com/i/spire1/7c35ba5d8de703a64618f44ffb1a62ab1461893046_full.jpg,75,46,4.39,Excelente,269909
Ahiru no Sora,"Shonen, Sports",https://www.crunchyroll.com/ahiru-no-sora,https://img1.ak.crunchyroll.com/i/spire3/a95bd04befcc31455ea7c985da2aeaee1569960837_full.jpg,24,46,4.33,Excelente,269909
Seton Academy: Join the Pack!,Comedy,https://www.crunchyroll.com/seton-academy-join-the-pack,https://img1.ak.crunchyroll.com/i/spire4/8e00875dd07ca1667a113ee7c80508131579741354_full.jpg,11,46,4.2,Excelente,269909
Magical Girl Spec-Ops Asuka,"Action, Fantasy",https://www.crunchyroll.com/magical-girl-spec-ops-asuka,https://img1.ak.crunchyroll.com/i/spire3/31aafa34659589dd21c1935fa5b9e8d31547162167_full.jpg,12,46,4.02,Excelente,269909
Lovely Muuuuuuuco!,"Comedy, Slice of life",https://www.crunchyroll.com/lovely-muuuuuuuco,https://img1.ak.crunchyroll.com/i/spire3/00b0bd7aa79494632ae1843335cdd7af1444082390_full.jpg,25,46,4.02,Excelente,269909
UzaMaid!,"Comedy, Seinen, Slice of life",https://www.crunchyroll.com/uzamaid,https://img1.ak.crunchyroll.com/i/spire3/d3d772de710a3d8cf66e2da8de7f11c11538711563_full.jpg,13,46,3.83,Bom,269909
Convenience Store Boy Friends,"Romance, Slice of life",https://www.crunchyroll.com/convenience-store-boy-friends,https://img1.ak.crunchyroll.com/i/spire4/d7ce1f6d630b4dc268b7a84cbb9ba0351499362706_full.jpg,12,46,3.54,Bom,269909
Love Live! Sunshine!!,"Comedy, Drama, Idols, Music, Slice of life",https://www.crunchyroll.com/love-live-sunshine,https://img1.ak.crunchyroll.com/i/spire4/d6b86e43bfb2e1973388eef42ca820151507939806_full.jpg,26,45,4.58,Excelente,269909
GARO -VANISHING LINE-,"Action, Fantasy, Sci-fi, Supernatural",https://www.crunchyroll.com/garo-vanishing-line-,https://img1.ak.crunchyroll.com/i/spire1/b65c07761b414df0f5875ac36adde5ef1507942080_full.jpg,24,45,4.49,Excelente,269909
Yu-Gi-Oh!,"Action, Adventure, Fantasy, Shonen, Supernatural",https://www.crunchyroll.com/yu-gi-oh,https://img1.ak.crunchyroll.com/i/spire1/837409ac43551c978dd2978d3a55f92a1415999996_full.jpg,3,45,4.24,Excelente,269909
Black Butler: Book of Circus,"Action, Comedy, Mystery, Supernatural",https://www.crunchyroll.com/black-butler-book-of-circus,https://img1.ak.crunchyroll.com/i/spire3/7cbdd404f0bb8827990eba58e22a1efa1405016116_full.jpg,10,44,4.84,Excelente,269909
A Certain Scientific Railgun,"Action, Sci-fi",https://www.crunchyroll.com/a-certain-scientific-railgun,https://img1.ak.crunchyroll.com/i/spire1/b6bdbc4e16e4f61c5bfc63cdc34306ea1480626126_full.jpg,8,44,4.66,Excelente,269909
AIURA,"Comedy, Slice of life",https://www.crunchyroll.com/aiura,https://img1.ak.crunchyroll.com/i/spire4/8ebe2d3342f17ee9537bfa68b8e4e7fa1364699314_full.jpg,12,44,4.2,Excelente,269909
Comic Girls,"Comedy, Slice of life",https://www.crunchyroll.com/comic-girls,https://img1.ak.crunchyroll.com/i/spire2/8eefc5ad36f97ca0082fa912ec2984e01522885850_full.jpg,12,44,4.18,Excelente,269909
Owarimonogatari,"Action, Comedy, Drama, Fantasy, Harem, Supernatural, Thriller",https://www.crunchyroll.com/owarimonogatari,https://img1.ak.crunchyroll.com/i/spire2/a8a938c47dd9fb234e1e6da529b2b5111443563063_full.jpg,15,43,4.74,Excelente,269909
Symphogear,"Action, Adventure, Idols, Music, Sci-fi",https://www.crunchyroll.com/symphogear,https://img1.ak.crunchyroll.com/i/spire3/04f1dca1fd0dc400fcd8eb1b6bd71e4e1437159674_full.jpg,65,43,4.63,Excelente,269909
Ojisan and Marshmallow,"Comedy, Romance, Slice of life",https://www.crunchyroll.com/ojisan-and-marshmallow,https://img1.ak.crunchyroll.com/i/spire2/fb4ca5e8af9ed9ccca9db6c62811c2bd1452128821_full.jpg,13,43,4.49,Excelente,269909
Teekyu,"Comedy, Shonen, Slice of life, Sports",https://www.crunchyroll.com/teekyu,https://img1.ak.crunchyroll.com/i/spire2/ab43fd8b1be7f2f3c6d3c3a277395da71536274184_full.jpg,108,43,4.28,Excelente,269909
Girly Air Force,"Action, Sci-fi",https://www.crunchyroll.com/girly-air-force,https://img1.ak.crunchyroll.com/i/spire3/4556559011834ead5f19ca1a965c11631547077322_full.jpg,12,43,3.95,Bom,269909
IDOLiSH7,"Idols, Music",https://www.crunchyroll.com/idolish7,https://img1.ak.crunchyroll.com/i/spire1/c4f910c11fbb50ea92ed086899c6190e1509670708_full.jpg,18,42,4.81,Excelente,269909
A Certain Scientific Accelerator,"Action, Sci-fi",https://www.crunchyroll.com/a-certain-scientific-accelerator,https://img1.ak.crunchyroll.com/i/spire4/34b2a084e1614589fed31043179c99d11562799706_full.jpg,12,42,4.12,Excelente,269909
This Art Club Has a Problem!,"Comedy, Seinen, Slice of life",https://www.crunchyroll.com/this-art-club-has-a-problem,https://img1.ak.crunchyroll.com/i/spire2/c1d4c7085f1a2112ce1c21b1b43f1b8b1467896005_full.jpg,12,42,4.1,Excelente,269909
gdgd Fairies,,https://www.crunchyroll.com/gdgd-fairies,https://img1.ak.crunchyroll.com/i/spire1/0c3efe244bb0352eaa92d317c9ffbaae1357318199_full.jpg,24,42,4.05,Excelente,269909
Onee-chan ga Kita,"Comedy, Slice of life",https://www.crunchyroll.com/onee-chan-ga-kita,https://img1.ak.crunchyroll.com/i/spire4/1a9923d20f3cd042580756c0a34230d71388779565_full.jpg,12,42,3.93,Bom,269909
The Reflection,"Action, Adventure, Sci-fi",https://www.crunchyroll.com/the-reflection,https://img1.ak.crunchyroll.com/i/spire3/41beaabd6f91ddf47a04c43f7a84c0a71500717872_full.jpg,12,42,3.36,Bom,269909
The Garden of Sinners,"Action, Drama, Seinen, Supernatural, Thriller",https://www.crunchyroll.com/the-garden-of-sinners,https://img1.ak.crunchyroll.com/i/spire3/720eb9fead5c0174135695d853ec74821518570395_full.jpg,10,41,4.61,Excelente,269909
Chitose Get You!,"Comedy, Slice of life",https://www.crunchyroll.com/chitose-get-you,https://img1.ak.crunchyroll.com/i/spire2/b1a29e869af7a67eef3f3893973b81321341534001_full.jpg,26,41,4.24,Excelente,269909
Katana Maidens ~ Toji No Miko,"Action, Fantasy, Supernatural",https://www.crunchyroll.com/katana-maidens-toji-no-miko,https://img1.ak.crunchyroll.com/i/spire3/2105c476cc451b036d920050ce59a2f11515106124_full.jpg,25,41,4.02,Excelente,269909
Miss Monochrome - The Animation,"Comedy, Idols, Sci-fi, Slice of life",https://www.crunchyroll.com/miss-monochrome-the-animation,https://img1.ak.crunchyroll.com/i/spire1/f0d9114bea0e7755bce467468d65d6dc1443644788_full.jpg,39,41,3.88,Bom,269909
Ai-Mai-Mi,"Comedy, Slice of life",https://www.crunchyroll.com/ai-mai-mi,https://img1.ak.crunchyroll.com/i/spire4/c2eae46dd0742421cb9d59e8ac001d2e1356643672_full.jpg,13,41,3.54,Bom,269909
Ange Vierge,"Action, Adventure, Fantasy, Sci-fi",https://www.crunchyroll.com/ange-vierge,https://img1.ak.crunchyroll.com/i/spire1/b28e626c84d3596481486d49ed417a311467834357_full.jpg,12,41,2.63,Neutro,269909
Akagi,"Drama, Thriller",https://www.crunchyroll.com/akagi,https://img1.ak.crunchyroll.com/i/spire2/1e7e10cffc04a46c30c53486cc6f070c1377824102_full.jpg,26,40,4.68,Excelente,269909
KINMOZA!,"Comedy, Slice of life",https://www.crunchyroll.com/kinmoza,https://img1.ak.crunchyroll.com/i/spire4/7ca648e473ef2c1e56c82f95045384981375477217_full.jpg,24,40,4.5,Excelente,269909
I've Always Liked You,"Drama, Romance, Slice of life",https://www.crunchyroll.com/ive-always-liked-you,https://img1.ak.crunchyroll.com/i/spire3/f106598ffa6ec4b751e63191ac26ca491475564561_full.jpg,1,40,4.22,Excelente,269909
Chivalry of a Failed Knight,"Action, Drama, Fantasy, Romance",https://www.crunchyroll.com/chivalry-of-a-failed-knight,https://img1.ak.crunchyroll.com/i/spire1/2e0676fb1eebf156fe96ffb29b1681891543532662_full.jpg,12,39,4.79,Excelente,269909
This Boy is a Professional Wizard,"Adventure, Fantasy, Romance",https://www.crunchyroll.com/this-boy-is-a-professional-wizard,https://img1.ak.crunchyroll.com/i/spire3/92c1f719681cf330ae4fcf63d1a5da631454530725_full.jpg,4,39,4.44,Excelente,269909
My Sweet Tyrant,"Comedy, Romance",https://www.crunchyroll.com/my-sweet-tyrant,https://img1.ak.crunchyroll.com/i/spire1/9a95cc791707e1bf0a4f56462a0a88501522978363_full.jpg,25,39,4.1,Excelente,269909
ALL OUT!!,"Action, Drama, Sports",https://www.crunchyroll.com/all-out,https://img1.ak.crunchyroll.com/i/spire4/c57350bd3dad502cd9b1a2a9479b1f9b1482733446_full.jpg,25,38,4.89,Excelente,269909
TO BE HERO,"Action, Comedy, Fantasy, Supernatural",https://www.crunchyroll.com/to-be-hero,https://img1.ak.crunchyroll.com/i/spire2/74c65447f9023cae095caa692569f80b1475652196_full.jpg,12,38,4.53,Excelente,269909
Our love has always been 10 centimeters apart.,"Drama, Romance",https://www.crunchyroll.com/our-love-has-always-been-10-centimeters-apart,https://img1.ak.crunchyroll.com/i/spire3/a781ab95794a8b38745afed79e6814b51511309159_full.jpg,6,38,4.5,Excelente,269909
Hayate the Combat Butler!,"Action, Comedy, Harem, Romance, Slice of life",https://www.crunchyroll.com/hayate-the-combat-butler,https://img1.ak.crunchyroll.com/i/spire2/c643f18fac9cc0f220c4cf797ef011981529088081_full.jpg,24,38,4.29,Excelente,269909
Clean Freak! Aoyama kun,"Comedy, Slice of life, Sports",https://www.crunchyroll.com/clean-freak-aoyama-kun,https://img1.ak.crunchyroll.com/i/spire1/831b6fa67962b190279f49096c7455d21499729866_full.jpg,12,38,3.58,Bom,269909
"RErideD - Derrida, who leaps through time","Action, Drama, Post-apocalyptic, Sci-fi, Seinen",https://www.crunchyroll.com/rerided-derrida-who-leaps-through-time,https://img1.ak.crunchyroll.com/i/spire3/52af57c1f5f6696931d1b630746c9c631537578221_full.jpg,12,38,2.97,Neutro,269909
Natsume Yuujinchou 6,"Drama, Fantasy, Slice of life, Supernatural",https://www.crunchyroll.com/natsume-yujin-cho-6,https://img1.ak.crunchyroll.com/i/spire2/d543ac6e44978996d0a2103c3e5f6bab1491904820_full.jpg,13,37,4.97,Excelente,269909
MOBILE SUIT GUNDAM 00,"Action, Mecha, Sci-fi",https://www.crunchyroll.com/mobile-suit-gundam-00,https://img1.ak.crunchyroll.com/i/spire1/07074b150c56e91b313f93b8b246c0451489010084_full.jpg,50,37,4.7,Excelente,269909
WATATEN!: an Angel Flew Down to Me,"Comedy, Slice of life",https://www.crunchyroll.com/wataten-an-angel-flew-down-to-me,https://img1.ak.crunchyroll.com/i/spire4/9276c447dd402676e10ca7e151073c9f1546895630_full.jpg,13,37,4.59,Excelente,269909
Sanrio Boys,"Comedy, Shojo, Slice of life",https://www.crunchyroll.com/sanrio-boys,https://img1.ak.crunchyroll.com/i/spire4/d2933cab9aed645c40ecb2704f767a3b1515204685_full.jpg,12,37,4.41,Excelente,269909
Magimoji Rurumo,"Comedy, Supernatural",https://www.crunchyroll.com/magimoji-rurumo,https://img1.ak.crunchyroll.com/i/spire4/002993d33e4885a21359e4bffdef6ebe1405117867_full.jpg,14,37,4.35,Excelente,269909
Hakuoki Reimeiroku,,https://www.crunchyroll.com/hakuoki-reimeiroku,https://img1.ak.crunchyroll.com/i/spire3/0805670912bb028b4201de3e78bf1a011341862438_full.jpg,12,37,4.32,Excelente,269909
Day Break Illusion,"Action, Fantasy, Magical girls",https://www.crunchyroll.com/day-break-illusion,https://img1.ak.crunchyroll.com/i/spire3/992b4f4ee6bab29dc70b1c33bb5de5361372814618_full.jpg,13,37,4.16,Excelente,269909
Celestial Method,"Fantasy, Slice of life",https://www.crunchyroll.com/celestial-method,https://img1.ak.crunchyroll.com/i/spire2/164d97b9af160c45490fc037e89ef38f1412274357_full.jpg,13,37,4.11,Excelente,269909
Yuuna and the Haunted Hot Springs,"Comedy, Harem, Shonen, Supernatural",https://www.crunchyroll.com/yuuna-and-the-haunted-hot-springs,https://img1.ak.crunchyroll.com/i/spire1/77c2f675aee836fbe79393b88c5771541531525457_full.jpg,12,37,3.89,Bom,269909
Katsugeki TOUKEN RANBU,"Action, Fantasy, Historical",https://www.crunchyroll.com/katsugeki-touken-ranbu,https://img1.ak.crunchyroll.com/i/spire1/0eceb5e875bf8a87799d16abe43ed1701500429555_full.jpg,13,37,3.81,Bom,269909
Room Mate,"Harem, Romance, Slice of life",https://www.crunchyroll.com/room-mate,https://img1.ak.crunchyroll.com/i/spire4/1404ad50bf681b51f11b7e0f98021d0e1491959166_full.jpg,12,37,2.54,Neutro,269909
Today's Menu for the Emiya Family,"Seinen, Slice of life",https://www.crunchyroll.com/todays-menu-for-the-emiya-family,https://img1.ak.crunchyroll.com/i/spire3/54255df186d579c2dfff7c25db0c49da1516840634_full.jpg,13,36,4.83,Excelente,269909
Angolmois: Record of Mongol Invasion,"Action, Historical",https://www.crunchyroll.com/angolmois-record-of-mongol-invasion,https://img1.ak.crunchyroll.com/i/spire4/d1f8c8e2e69a243941477189070f4a9c1531281549_full.jpg,12,36,4.61,Excelente,269909
GeGeGe no Kitaro,"Action, Adventure, Comedy, Fantasy, Shonen, Supernatural",https://www.crunchyroll.com/gegege-no-kitaro,https://img1.ak.crunchyroll.com/i/spire2/24269b54d7f7d67f03c99fdd8c405ddd1522538962_full.jpg,95,36,4.44,Excelente,269909
Fastest Finger First,"Comedy, Seinen, Sports",https://www.crunchyroll.com/fastest-finger-first,https://img1.ak.crunchyroll.com/i/spire1/27cc90a73f5954ddcaed89713b3949e21499190589_full.jpg,12,36,3.89,Bom,269909
Komori-san Can't Decline!,"Comedy, Slice of life",https://www.crunchyroll.com/komori-san-cant-decline,https://img1.ak.crunchyroll.com/i/spire4/602bc1d131fb53b93afc94c1f6a32dd91444072546_full.jpg,13,36,3.33,Bom,269909
Joshi Kausei,"Comedy, Slice of life",https://www.crunchyroll.com/joshi-kausei,https://img1.ak.crunchyroll.com/i/spire3/fa1ecb900e0aba66d36e861897c54d091554507891_full.jpg,12,36,3.25,Bom,269909
Darwin's Game,,https://www.crunchyroll.com/darwins-game,https://img1.ak.crunchyroll.com/i/spire2/feb9b93904dba761c285970ce6d6ab111580259326_full.jpg,6,35,4.86,Excelente,269909
Chio's School Road,"Comedy, Slice of life",https://www.crunchyroll.com/chios-school-road,https://img1.ak.crunchyroll.com/i/spire1/5cac94f398c59ca3582fd5c8a75baed71530854171_full.jpg,12,35,4.8,Excelente,269909
Amanchu!,"Comedy, Slice of life",https://www.crunchyroll.com/amanchu,https://img1.ak.crunchyroll.com/i/spire3/da61b109ab40bc4dba1716506a3ce68a1467925674_full.jpg,25,35,4.37,Excelente,269909
Nyanko Days,"Comedy, Slice of life",https://www.crunchyroll.com/nyanko-days,https://img1.ak.crunchyroll.com/i/spire1/48e295d4460096cb1b92df033cf4cdaa1483867952_full.jpg,12,34,4.38,Excelente,269909
"How clumsy you are, Miss Ueno.","Comedy, Romance, Seinen",https://www.crunchyroll.com/how-clumsy-you-are-miss-ueno,https://img1.ak.crunchyroll.com/i/spire3/2d83bbacc620c50d247bf32535c6c4321549092677_full.jpg,12,34,4.35,Excelente,269909
Anne-Happy,"Comedy, Slice of life",https://www.crunchyroll.com/anne-happy,https://img1.ak.crunchyroll.com/i/spire3/b00a7ac00ad404de0104ac1133d34ebf1458598720_full.jpg,12,34,4.12,Excelente,269909
GRANBELM,Mecha,https://www.crunchyroll.com/granbelm,https://img1.ak.crunchyroll.com/i/spire3/458efa8da0fc57b809b9e45eddaf9c561564607491_full.jpg,13,34,3.94,Bom,269909
Garakowa -Restore the World-,"Drama, Sci-fi",https://www.crunchyroll.com/garakowa-restore-the-world-,https://img1.ak.crunchyroll.com/i/spire2/535ac1b5cd5c1f1072739e1863a6f1171449534391_full.jpg,3,34,3.82,Bom,269909
