anime,Número de Episódios,Votos Totais,Avaliação,genre_action,genre_adventure,genre_comedy,genre_drama,genre_family,genre_fantasy,genre_food,genre_harem,genre_historical,genre_horror,genre_idols,genre_isekai,genre_jdrama,genre_magical girls,genre_martial arts,genre_mecha,genre_music,genre_mystery,genre_post-apocalyptic,genre_romance,genre_sci-fi,genre_seinen,genre_sgdrama,genre_shojo,genre_shonen,genre_slice of life,genre_sports,genre_supernatural,genre_thriller,genre_action_Votos Totais por Gênero,genre_action_Contagem de Animes,genre_adventure_Votos Totais por Gênero,genre_adventure_Contagem de Animes,genre_comedy_Votos Totais por Gênero,genre_comedy_Contagem de Animes,genre_drama_Votos Totais por Gênero,genre_drama_Contagem de Animes,genre_family_Votos Totais por Gênero,genre_family_Contagem de Animes,genre_fantasy_Votos Totais por Gênero,genre_fantasy_Contagem de Animes,genre_food_Votos Totais por Gênero,genre_food_Contagem de Animes,genre_harem_Votos Totais por Gênero,genre_harem_Contagem de Animes,genre_historical_Votos Totais por Gênero,genre_historical_Contagem de Animes,genre_horror_Votos Totais por Gênero,genre_horror_Contagem de Animes,genre_idols_Votos Totais por Gênero,genre_idols_Contagem de Animes,genre_isekai_Votos Totais por Gênero,genre_isekai_Contagem de Animes,genre_jdrama_Votos Totais por Gênero,genre_jdrama_Contagem de Animes,genre_magical girls_Votos Totais por Gênero,genre_magical girls_Contagem de Animes,genre_martial arts_Votos Totais por Gênero,genre_martial arts_Contagem de Animes,genre_mecha_Votos Totais por Gênero,genre_mecha_Contagem de Animes,genre_music_Votos Totais por Gênero,genre_music_Contagem de Animes,genre_mystery_Votos Totais por Gênero,genre_mystery_Contagem de Animes,genre_post-apocalyptic_Votos Totais por Gênero,genre_post-apocalyptic_Contagem de Animes,genre_romance_Votos Totais por Gênero,genre_romance_Contagem de Animes,genre_sci-fi_Votos Totais por Gênero,genre_sci-fi_Contagem de Animes,genre_seinen_Votos Totais por Gênero,genre_seinen_Contagem de Animes,genre_sgdrama_Votos Totais por Gênero,genre_sgdrama_Contagem de Animes,genre_shojo_Votos Totais por Gênero,genre_shojo_Contagem de Animes,genre_shonen_Votos Totais por Gênero,genre_shonen_Contagem de Animes,genre_slice of life_Votos Totais por Gênero,genre_slice of life_Contagem de Animes,genre_sports_Votos Totais por Gênero,genre_sports_Contagem de Animes,genre_supernatural_Votos Totais por Gênero,genre_supernatural_Contagem de Animes,genre_thriller_Votos Totais por Gênero,genre_thriller_Contagem de Animes
Hakuoki Reimeiroku,12,37,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Day Break Illusion,13,37,4.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Celestial Method,13,37,4.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Yuuna and the Haunted Hot Springs,12,37,3.89,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Katsugeki TOUKEN RANBU,13,37,3.81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Room Mate,12,37,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Today's Menu for the Emiya Family,13,36,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Angolmois: Record of Mongol Invasion,12,36,4.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
GeGeGe no Kitaro,95,36,4.44,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Fastest Finger First,12,36,3.89,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
MEGANEBU!,0,36,3.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Komori-san Can't Decline!,13,36,3.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Joshi Kausei,12,36,3.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Darwin's Game,6,35,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Chio's School Road,12,35,4.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Date A Live,0,35,4.43,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Amanchu!,25,35,4.37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Fan Service,0,35,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Holy Knight,0,35,2.57,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Time Taxi,0,34,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
GTO,0,34,4.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Nyanko Days,12,34,4.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
"How clumsy you are, Miss Ueno.",12,34,4.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Hakuoki Season 1,0,34,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Anne-Happy,12,34,4.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
GRANBELM,13,34,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Garakowa -Restore the World-,3,34,3.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
MOBILE SUIT GUNDAM UNICORN RE:0096,22,34,3.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Trickster,0,34,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Star Blazers: Space Battleship Yamato,0,33,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Utakoi,13,33,4.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Nobunaga Concerto (Drama),0,33,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note,14,33,4.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Harukana Receive,12,33,4.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
DOUBLE DECKER! DOUG & KIRILL,16,33,4.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Fafner Exodus,26,33,4.18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Children of Ether,1,33,4.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Fate/Grand Order ‐First Order‐,1,33,3.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
URAHARA,12,33,3.39,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Sparrow's Hotel,12,33,3.18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Dances with the Dragons,12,33,2.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
BROTHERHOOD FINAL FANTASY XV,5,32,4.88,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Young Black Jack,12,32,4.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Meiji Tokyo Renka,12,32,4.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Galilei Donna,11,32,3.41,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
Momo Kyun Sword,12,32,3.31,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75344,417,42110,222,97334,464,92618,329,8,2,72775,301,27,1,42440,88,6107,56,623,1,1085,34,8708,37,812,3,4925,22,14,5,10159,70,15494,52,9464,69,7652,28,98614,276,20709,220,17776,99,17,4,4058,40,17590,120,64295,325,18372,58,31174,197,9577,63
